date,gspc,cpi,interest_rate_pct
2023-01-31,4076.60009765625,300.84,4.33
2023-02-28,3970.14990234375,301.836,4.58
2023-03-31,4109.31005859375,303.363,4.58
2023-04-30,4169.47998046875,304.127,4.83
2023-05-31,4179.830078125,305.109,5.08
2023-06-30,4450.3798828125,305.691,5.08
2023-07-31,4588.9599609375,307.026,5.08
2023-08-31,4507.66015625,307.789,5.33
2023-09-30,4288.0498046875,,5.33
2023-10-31,4193.7998046875,,5.33
2023-11-30,,,5.33
